template,proportion
The [X] went for University that to play [Y],1
The [X] felt a loss that [Y],1
The [X] received notification and [Y],1
The [X] departed George but [Y],1
The [X] ordered the castle that [Y],1
The [X] defeated the HMS that [Y],1
The [X] reached the area that [Y],1
The [X] began applying methods and [Y],1
The [X] came in 1867 that [Y],1
The [X] was the settler but [Y],1
The [X] sharpened knives and [Y],1
The [X] lived in Indiana that [Y],1
The [X] fought in battles that [Y],1
The [X] was the landlord [Y],1
The [X] came in March that [Y],1
The [X] got a rope that [Y],1
The [X] came in 1903 that [Y],1
The [X] operated it until [Y],1
The [X] was in War that [Y],1
The [X] came in fall that [Y],1
The [X] started the construction that [Y],1
The [X] started the yard that [Y],1
The [X] became a blacksmith and [Y],1
The [X] entered that line that [Y],1
The [X] was Eman and [Y],1
The [X] came in November that [Y],1
The [X] ran the line that [Y],1
The [X] was in work that [Y],1
The [X] opened the store that [Y],1
The [X] ran the establishment that [Y],1
The [X] went into business that [Y],1
The [X] ran it [Y],1
The [X] opened the yard that [Y],1
The [X] established a factory that [Y],1
The [X] continued until 1905 that [Y],1
The [X] opened a lumberyard that [Y],1
The [X] had a gallery that [Y],1
The [X] established a jewelry that [Y],1
The [X] sold the farm that [Y],1
The [X] leased it but [Y],1
The [X] returned to Wisconsin that [Y],1
The [X] purchased the yard that [Y],1
The [X] came before Doughertys that [Y],1
The [X] was the next but [Y],1
The [X] enlisted in Rangers that [Y],1
The [X] came in spring that [Y],1
The [X] leaved Kingston but [Y],1
The [X] remained in that that [Y],1
The [X] came to Kingston that [Y],1
The [X] started in business that [Y],1
The [X] was among settlers that [Y],1
The [X] came to Minnesota that [Y],1
The [X] started a conversation that [Y],1
The [X] pitched and [Y],1
The [X] shipped the lumber that [Y],1
The [X] heard some talk that [Y],1
The [X] had a orchard that [Y],1
The [X] was embarrassed and [Y],1
The [X] stayed in area that [Y],1
The [X] was the Governor and [Y],1
The [X] was McGill [Y],1
The [X] migrated from Norway that [Y],1
The [X] owned of land that [Y],1
The [X] was setup as [Y],1
The [X] told a teller that [Y],1
The [X] was unprepared [Y],1
The [X] was Goneau and [Y],1
The [X] settled in Dam that [Y],1
The [X] settled in Duluth that [Y],1
The [X] instrumented the order that [Y],1
The [X] threatened Clark [Y],1
The [X] colluded the access that [Y],1
The [X] was nothing [Y],1
The [X] visited Clarksdale [Y],1
The [X] lived from 1915 that [Y],1
The [X] served as delegate that [Y],1
The [X] swam to doors that to opened [Y],1
The [X] recounted in square that having seen [Y],1
The [X] urged the horse that [Y],1
The [X] was a Category but [Y],1
The [X] said the kind that [Y],1
The [X] came to Magee that [Y],1
The [X] continued the Theatre that [Y],1
The [X] published the newspaper that [Y],1
The [X] purchased acres [Y],1
The [X] was the settler [Y],1
The [X] put a notice that [Y],1
The [X] lived in Holden that [Y],1
The [X] was the Mayor and [Y],1
The [X] resigned over remarks that [Y],1
The [X] was a structure [Y],1
The [X] started a ranch that [Y],1
The [X] stayed at Calumet that [Y],1
The [X] scouted the grasslands that [Y],1
The [X] wished call it because [Y],1
The [X] bought the part and [Y],1
The [X] purchased a plantation that [Y],1
The [X] obtained property and [Y],1
The [X] grew in Potosi that [Y],1
The [X] was 16 [Y],1
The [X] returned paperwork and [Y],1
The [X] reminisced that [Y],1
The [X] befriended Kane [Y],1
The [X] returned to Chikara that [Y],1
The [X] unlocked the door that [Y],1
The [X] resigned reasons though [Y],1
The [X] participated the role that [Y],1
The [X] claimed treason that [Y],1
The [X] did the property that [Y],1
The [X] fired over heads that [Y],1
The [X] moved to Conesus that [Y],1
The [X] cited independence and [Y],1
The [X] called for reform that [Y],1
The [X] said a shooter If [Y],1
The [X] served in Salvador that [Y],1
The [X] completed probation but [Y],1
The [X] told a designer that [Y],1
The [X] offered an target that [Y],1
The [X] wrote reasons if [Y],1
The [X] possessed land or [Y],1
The [X] declined to say [Y],1
The [X] remained impartial though [Y],1
The [X] fled to County that [Y],1
The [X] remained the disagreements that [Y],1
The [X] flew to Shanghai that [Y],1
The [X] travelled to Zealand that [Y],1
The [X] nashed whom [Y],1
The [X] contributed to albums that [Y],1
The [X] held the reasons that [Y],1
The [X] read claim and [Y],1
The [X] claimed intervention that [Y],1
The [X] purchased a mill that [Y],1
The [X] continued in study that to work [Y],1
The [X] had a goal that [Y],1
The [X] persuaded a clerk that [Y],1
The [X] connected with card that [Y],1
The [X] was a pontiff [Y],1
The [X] came close but [Y],1
The [X] played a rhythm that [Y],1
The [X] came using words and [Y],1
The [X] was a Musician [Y],1
The [X] made the news that [Y],1
The [X] adjusted it that [Y],1
The [X] was brought to Auburn that [Y],1
The [X] arrived at name that [Y],1
The [X] took one after [Y],1
The [X] took a stick that [Y],1
The [X] became the postmaster and [Y],1
The [X] told Edelman that [Y],1
The [X] invited men [Y],1
The [X] lived in Massachusetts that [Y],1
The [X] placed it because [Y],1
The [X] lived in Plainfield that [Y],1
The [X] became councilmember [Y],1
The [X] planned the ballpark that [Y],1
The [X] created a controversy that [Y],1
The [X] served on council that [Y],1
The [X] traded with Americans that [Y],1
The [X] resigned the race that [Y],1
The [X] crossed the River that [Y],1
The [X] worked for Evans that [Y],1
The [X] uncovered bones [Y],1
The [X] was more [Y],1
The [X] came with authority that [Y],1
The [X] held as [Y],1
The [X] became the black [Y],1
The [X] participated money [Y],1
The [X] appeared in media that [Y],1
The [X] travelled a projects that [Y],1
The [X] worked until 2006 that [Y],1
The [X] served in office that [Y],1
The [X] was Duke and [Y],1
The [X] spent in Scotland that [Y],1
The [X] asserted possible that [Y],1
The [X] visited leaders [Y],1
The [X] met Spencer while [Y],1
The [X] admitted by 1986 that [Y],1
The [X] held ranks since [Y],1
The [X] lived in castle that [Y],1
The [X] was second [Y],1
The [X] held the rank that [Y],1
The [X] went to training that [Y],1
The [X] built the castle that [Y],1
The [X] announced in statement that [Y],1
The [X] ceased a Highness as [Y],1
The [X] participated in experiment that [Y],1
The [X] argued for view that [Y],1
The [X] tried convince Eddy but [Y],1
The [X] attended seances and [Y],1
The [X] was another Scientist after [Y],1
The [X] transferred to Lavra that [Y],1
The [X] was all loyalty that [Y],1
The [X] abandoned mesmerism [Y],1
The [X] used healing [Y],1
The [X] wrote on day that [Y],1
The [X] took a home that [Y],1
The [X] met Kirchherr [Y],1
The [X] seized Lahore [Y],1
The [X] reported him that [Y],1
The [X] loved the restaurants that [Y],1
The [X] patented a track that [Y],1
The [X] was renowned meetings and [Y],1
The [X] announced in July that [Y],1
The [X] won endorsements [Y],1
The [X] met Ellis [Y],1
The [X] was a counselor before [Y],1
The [X] leaved the village that [Y],1
The [X] wrote lyrics [Y],1
The [X] adopted a name that [Y],1
The [X] committed no contracts that [Y],1
The [X] shunned fads and [Y],1
The [X] was a dealer [Y],1
The [X] returned the song that [Y],1
The [X] explained to Sholes that [Y],1
The [X] attempted the sound that [Y],1
The [X] tried the group that [Y],1
The [X] said the studio that [Y],1
The [X] said which that [Y],1
The [X] settled an that that [Y],1
The [X] tried from peasants that to flee [Y],1
The [X] advised McAuley and [Y],1
The [X] collaborated with Lite that [Y],1
The [X] announced on Facebook that [Y],1
The [X] began in commercial that featured [Y],1
The [X] released IV that [Y],1
The [X] remained political although [Y],1
The [X] vetoed the bill that [Y],1
The [X] was unthinkable but [Y],1
The [X] moved to house that [Y],1
The [X] became dormant and [Y],1
The [X] was delighted and [Y],1
The [X] teased an Communist that [Y],1
The [X] disobeyed and [Y],1
The [X] joined party and [Y],1
The [X] said superstitious and [Y],1
The [X] summered at Berghof that [Y],1
The [X] told a war that [Y],1
The [X] confirmed ill that [Y],1
The [X] returned to Archives that [Y],1
The [X] was uneasy but [Y],1
The [X] edited the magazine that [Y],1
The [X] testified to Justice that [Y],1
The [X] referred to hills that [Y],1
The [X] practiced over Falls that going [Y],1
The [X] made the declaration that [Y],1
The [X] took ownership [Y],1
The [X] devised it [Y],1
The [X] saw valuable and [Y],1
The [X] had a business that [Y],1
The [X] wanted name it but [Y],1
The [X] bought an amplifier that [Y],1
The [X] planned the village that [Y],1
The [X] built the Homestead that [Y],1
The [X] said the subject that [Y],1
The [X] built a separator that [Y],1
The [X] held credentials as [Y],1
The [X] climbed Marcy [Y],1
The [X] drove to Herkimer that [Y],1
The [X] pointed no gift that [Y],1
The [X] persuaded the Road that [Y],1
The [X] built a store that [Y],1
The [X] procured a grant that [Y],1
The [X] moved to farm that [Y],1
The [X] opened Hotel [Y],1
The [X] visited Centre [Y],1
The [X] came in 1810 that [Y],1
The [X] owned a portion that [Y],1
The [X] recorded a tape that [Y],1
The [X] became a clerk and [Y],1
The [X] elaborated without permission that to dealt [Y],1
The [X] told the Record that [Y],1
The [X] was for time that [Y],1
The [X] approached Levene [Y],1
The [X] came the half that [Y],1
The [X] began acting [Y],1
The [X] pulled a face that [Y],1
The [X] broke most [Y],1
The [X] was a lawyer but [Y],1
The [X] addrest the story that [Y],1
The [X] resided in View that [Y],1
The [X] was a businessman and [Y],1
The [X] designed generators [Y],1
The [X] stated in correspondence that [Y],1
The [X] became annoyed that [Y],1
The [X] began with Bayne that working [Y],1
The [X] renewed a friendship that [Y],1
The [X] had willing as [Y],1
The [X] served as Warden that [Y],1
The [X] had a education that [Y],1
The [X] spoke and [Y],1
The [X] stated the man that [Y],1
The [X] noted for funds that [Y],1
The [X] noted appropriate that [Y],1
The [X] closed that [Y],1
The [X] received criticism and [Y],1
The [X] proceeded for Arden that to work [Y],1
The [X] built the House that [Y],1
The [X] was a cooper that [Y],1
The [X] encountered the tribe that [Y],1
The [X] honeymooned that [Y],1
The [X] stayed in Peconic that [Y],1
The [X] purchased the estate that [Y],1
The [X] constructed a dock that [Y],1
The [X] travelled to Ulster that [Y],1
The [X] performed Music [Y],1
The [X] purchased a St and [Y],1
The [X] died in 1974 that [Y],1
The [X] purchased much and [Y],1
The [X] had in election that to run [Y],1
The [X] found about it that [Y],1
The [X] opted out involvement that [Y],1
The [X] showed and [Y],1
The [X] announced on website that [Y],1
The [X] was in grade that [Y],1
The [X] received the percentage that [Y],1
The [X] told Navarro that [Y],1
The [X] became the referee and [Y],1
The [X] mentioned a force that [Y],1
The [X] stated on hiatus that [Y],1
The [X] sung Shoes [Y],1
The [X] revealed to mayor that [Y],1
The [X] received a request that [Y],1
The [X] began campaigning as [Y],1
The [X] commented on statement that [Y],1
The [X] landed of Graham that [Y],1
The [X] began to insist that [Y],1
The [X] flew over field that [Y],1
The [X] was in Thetford that [Y],1
The [X] stole the body that [Y],1
The [X] moved to Beaufort that [Y],1
The [X] established the Post that [Y],1
The [X] had concealed before [Y],1
The [X] folsommed that [Y],1
The [X] fled to Zaragoza that [Y],1
The [X] succumbed the cortes that [Y],1
The [X] dissolved the corts that [Y],1
The [X] invaded Majorca but [Y],1
The [X] had water [Y],1
The [X] returned in 1911 that [Y],1
The [X] was friendly [Y],1
The [X] was a case that [Y],1
The [X] was a descendant and [Y],1
The [X] exchanged with Service that [Y],1
The [X] had a house that [Y],1
The [X] wanted a community that [Y],1
The [X] defined relationships and [Y],1
The [X] discussed sides and [Y],1
The [X] returned to Carolina that [Y],1
The [X] offered a candidate that [Y],1
The [X] concerned for vegetation that [Y],1
The [X] married a son that [Y],1
The [X] shouted surrender that [Y],1
The [X] remarked in courtroom that to know [Y],1
The [X] granted the charter that [Y],1
The [X] died in accident that [Y],1
The [X] continued as Master that [Y],1
The [X] went unknown and [Y],1
The [X] appeared on Bridge that carved [Y],1
The [X] wanted the idea that [Y],1
The [X] bought properties and [Y],1
The [X] tapped a conversation that [Y],1
The [X] was Chair and [Y],1
The [X] built Lodge before [Y],1
The [X] was an undergraduate before [Y],1
The [X] returned rooms while [Y],1
The [X] noted this mystery that [Y],1
The [X] chose to condemn because [Y],1
The [X] insisted on ultimacy that [Y],1
The [X] stressed the immediacy that [Y],1
The [X] had idea and [Y],1
The [X] registered this that [Y],1
The [X] chartered a colony that [Y],1
The [X] married Catherine [Y],1
The [X] happened an idea that [Y],1
The [X] managed the iceberg that [Y],1
The [X] lived the town that [Y],1
The [X] became the monarch and [Y],1
The [X] did a routine that [Y],1
The [X] owned a farm that [Y],1
The [X] signed the Treaty that [Y],1
The [X] moved to Township that [Y],1
The [X] said safer and [Y],1
The [X] attempted a company that [Y],1
The [X] approved of approach that [Y],1
The [X] brought a proposal that [Y],1
The [X] accompanied them [Y],1
The [X] lived the that that [Y],1
The [X] said in 1964 that [Y],1
The [X] arrived on time that [Y],1
The [X] stated them that [Y],1
The [X] contacted Martin as [Y],1
The [X] had reservation as [Y],1
The [X] refused the product that [Y],1
The [X] said On end that [Y],1
The [X] asked Isherwood and [Y],1
The [X] visited clubs [Y],1
The [X] thought groggy that [Y],1
The [X] summarised the importance that [Y],1
The [X] stayed as leader that [Y],1
The [X] continued on arena that to contribute [Y],1
The [X] attended the Faculty that [Y],1
The [X] approached Martin while [Y],1
The [X] provided a promise that [Y],1
The [X] was a journalist [Y],1
The [X] clifforded in 1644 that [Y],1
The [X] befriended Harrison [Y],1
The [X] got who but [Y],1
The [X] played tambourine and [Y],1
The [X] met figures [Y],1
The [X] provided designs [Y],1
The [X] took control [Y],1
The [X] began the KMT that [Y],1
The [X] was a contributor and [Y],1
The [X] wrote songs and [Y],1
The [X] acknowledged to Jane that [Y],1
The [X] panicked that [Y],1
The [X] was uncomfortable [Y],1
The [X] said to Cozad that [Y],1
The [X] sent Billy and [Y],1
The [X] recalled a moon that [Y],1
The [X] needed the vehicles that [Y],1
The [X] had recall but [Y],1
The [X] asked doctor but [Y],1
The [X] learnt more that [Y],1
The [X] took Raymond [Y],1
The [X] promised Raymond that [Y],1
The [X] wrote a script that [Y],1
The [X] expressed interest and [Y],1
The [X] wrote The what that [Y],1
The [X] liked to say [Y],1
The [X] listened to idea that [Y],1
The [X] leaved the man before [Y],1
The [X] identified herself that [Y],1
The [X] insisted as colleagues that [Y],1
The [X] purchased a home that [Y],1
The [X] took things [Y],1
The [X] took home and [Y],1
The [X] said the film [Y],1
The [X] encountered the Graham that [Y],1
The [X] reassured Ray that [Y],1
The [X] read Joe that [Y],1
The [X] ended interested that [Y],1
The [X] wrote with Jones that [Y],1
The [X] heard the words that [Y],1
The [X] trained the Moon that [Y],1
The [X] travelled the owner that [Y],1
The [X] requested a transfer that [Y],1
The [X] befriended a wolf that [Y],1
The [X] began the freedom that [Y],1
The [X] put the Sayer that [Y],1
The [X] acknowledged a lunch that [Y],1
The [X] lived until 1832 that [Y],1
The [X] followed Carl and [Y],1
The [X] laundered money and [Y],1
The [X] travelled to Vatican that [Y],1
The [X] refused take part unless [Y],1
The [X] defended the casting that [Y],1
The [X] drew comparisons as [Y],1
The [X] acted alongside Willis that [Y],1
The [X] settled the area that [Y],1
The [X] made sketches and [Y],1
The [X] gained ownership and [Y],1
The [X] went to California that [Y],1
The [X] apologized for story that [Y],1
The [X] led Army and [Y],1
The [X] began construction and [Y],1
The [X] was against slavery that [Y],1
The [X] was a native though [Y],1
The [X] found Warren [Y],1
The [X] was from Vernon that [Y],1
The [X] presided over meetings that [Y],1
The [X] attempted an expedition that [Y],1
The [X] told about battle that [Y],1
The [X] lived in Bokchito that [Y],1
The [X] turned builder [Y],1
The [X] entered the Bank that [Y],1
The [X] set what [Y],1
The [X] settled the Vaught that [Y],1
The [X] became a resident [Y],1
The [X] leaved canvases [Y],1
The [X] visited Mulhall that [Y],1
The [X] put the area that [Y],1
The [X] mentioned an town that [Y],1
The [X] was the lawman [Y],1
The [X] lived in ward that [Y],1
The [X] was the minister [Y],1
The [X] visited impressed that [Y],1
The [X] inherited a farm that [Y],1
The [X] rejected the Coda that [Y],1
The [X] contacted the bidder that [Y],1
The [X] started an boom that [Y],1
The [X] chose the historian that [Y],1
The [X] established the town that [Y],1
The [X] won a majority that [Y],1
The [X] went for Cowgirls that to play [Y],1
The [X] went to Rico that [Y],1
The [X] fathered Rodríguez [Y],1
The [X] kept the payment that [Y],1
The [X] pulled over son that [Y],1
The [X] scaped injury [Y],1
The [X] passed through Dumfries that [Y],1
The [X] courted in Dumfries that [Y],1
The [X] lost 4–3 [Y],1
The [X] moved to Seaside that [Y],1
The [X] attended The School that [Y],1
The [X] appeared in Man that [Y],1
The [X] promoted the General [Y],1
The [X] took effort that [Y],1
The [X] visited Nanjing [Y],1
The [X] opened a drugstore that [Y],1
The [X] celebrated the mass that [Y],1
The [X] managed the store that [Y],1
The [X] established a ferry that [Y],1
The [X] spent before [Y],1
The [X] made contributions but [Y],1
The [X] visited the country that [Y],1
The [X] was out City that [Y],1
The [X] stockmanned with whom that [Y],1
The [X] came some distilling that [Y],1
The [X] was School and [Y],1
The [X] came to Pittsburgh that [Y],1
The [X] attempted a gun that [Y],1
The [X] responded to ruling that [Y],1
The [X] took the issues that [Y],1
The [X] leaved DC [Y],1
The [X] moved which and [Y],1
The [X] was collected in softcover that [Y],1
The [X] took duties [Y],1
The [X] formed part [Y],1
The [X] had a lottery that [Y],1
The [X] was the ruler because [Y],1
The [X] was decided that [Y],1
The [X] came to University that [Y],1
The [X] was the chief or [Y],1
The [X] worked for agency that [Y],1
The [X] was a venture and [Y],1
The [X] defeated Nicklaus [Y],1
The [X] came the line that [Y],1
The [X] created the idea that [Y],1
The [X] gave everyone and [Y],1
The [X] nodded but [Y],1
The [X] instituted a constitution that [Y],1
The [X] was gentle and [Y],1
The [X] became Keeper and [Y],1
The [X] rose the Keeper and [Y],1
The [X] was flighted [Y],1
The [X] turned the buildings that [Y],1
The [X] enrolled as ward that [Y],1
The [X] expressed opinions and [Y],1
The [X] considered modulation as [Y],1
The [X] came a which that [Y],1
The [X] was appreciative although [Y],1
The [X] was the defenseman and [Y],1
The [X] was at Court that [Y],1
The [X] entered and [Y],1
The [X] committed the crimes that [Y],1
The [X] reported to Morris that [Y],1
The [X] sold the land that [Y],1
The [X] decided this location that [Y],1
The [X] cut a road that [Y],1
The [X] returned in 1788 that [Y],1
The [X] served as interpreter that [Y],1
The [X] gained credit because [Y],1
The [X] built a stockade that [Y],1
The [X] was a squatter that [Y],1
The [X] lived on Reservation that [Y],1
The [X] obtained rights [Y],1
The [X] ended in 2016 that [Y],1
The [X] put into port that [Y],1
The [X] heard rumours [Y],1
The [X] continued to Chetumal that [Y],1
The [X] returned to Campeche that [Y],1
The [X] ordered Avendaño and [Y],1
The [X] applied for asylum that [Y],1
The [X] partook in meeting that [Y],1
The [X] wrote a something that [Y],1
The [X] was the politician [Y],1
The [X] became a newscaster and [Y],1
The [X] was at Company that [Y],1
The [X] had meetings and [Y],1
The [X] campaigned on issue that [Y],1
The [X] introduced a amendment that [Y],1
The [X] hosted Muzorewa [Y],1
The [X] sent aides because [Y],1
The [X] was the senator although [Y],1
The [X] refused to White that to speak [Y],1
The [X] said unpopular that [Y],1
The [X] stated the regime that [Y],1
The [X] reminded voters [Y],1
The [X] sent a slave that [Y],1
The [X] refused any part that [Y],1
The [X] joined the resistance that [Y],1
The [X] proceeded through Georgia that [Y],1
The [X] found a town that [Y],1
The [X] took a mistress that [Y],1
The [X] stated of characters that [Y],1
The [X] was disappointed but [Y],1
The [X] rejected the pipeline that [Y],1
The [X] leaved Whiskey that [Y],1
The [X] took the advice that [Y],1
The [X] became drunk and [Y],1
The [X] was unaware before [Y],1
The [X] was an surprise as [Y],1
The [X] was uninterested until [Y],1
The [X] happened gain entry and [Y],1
The [X] told the Conlons that [Y],1
The [X] had a breakthrough that [Y],1
The [X] proposed piano that [Y],1
The [X] heard sex as [Y],1
The [X] met photographs and [Y],1
The [X] decided to place that to move [Y],1
The [X] was Crime as [Y],1
The [X] accessed that [Y],1
The [X] encountered present [Y],1
The [X] returned to scene that [Y],1
The [X] expressed curiosity [Y],1
The [X] tried find what [Y],1
The [X] believed the confession that [Y],1
The [X] told Sonya that [Y],1
The [X] became fascinated that [Y],1
The [X] measured the excellence that [Y],1
The [X] acquired the property that [Y],1
The [X] began as [Y],1
The [X] abandoned the town that [Y],1
The [X] acquired title [Y],1
The [X] was an invalid and [Y],1
The [X] lived in Harrisburg that [Y],1
The [X] was paid the heir that [Y],1
The [X] lived on farm that [Y],1
The [X] lawed in Abbeville that [Y],1
The [X] organized a Chapter that [Y],1
The [X] lived in Blacksburg that [Y],1
The [X] came methods [Y],1
The [X] surveyed the area that [Y],1
The [X] was McLean [Y],1
The [X] returned to Hill that [Y],1
The [X] supported the idea that [Y],1
The [X] brought electricity [Y],1
The [X] marked a path that [Y],1
The [X] bought farms and [Y],1
The [X] doubled the property that [Y],1
The [X] proved the whom that [Y],1
The [X] purchased the shop that [Y],1
The [X] was a player before [Y],1
The [X] wanted the city that [Y],1
The [X] layed the town that [Y],1
The [X] returned to North that [Y],1
The [X] believed this amount that [Y],1
The [X] spearheaded the movement that [Y],1
The [X] took an group that [Y],1
The [X] lived in Atoka that [Y],1
The [X] cut the wires that [Y],1
The [X] was the officer but [Y],1
The [X] lived in Tennessee that [Y],1
The [X] returned the career that [Y],1
The [X] mortgaged everything [Y],1
The [X] relocated to Iowa that [Y],1
The [X] was the chief [Y],1
The [X] served the position that [Y],1
The [X] built the town that [Y],1
The [X] came a bank that [Y],1
The [X] remained through 1965 that [Y],1
The [X] performed the ceremony that [Y],1
The [X] decided a partner but [Y],1
The [X] asked for payments that [Y],1
The [X] stated a outcome that [Y],1
The [X] was Surveyor and [Y],1
The [X] proposed the settlement that [Y],1
The [X] hitched the buggy that [Y],1
The [X] exclaimed at structures that [Y],1
The [X] argued guilty that [Y],1
The [X] granted title and [Y],1
The [X] said of stores that [Y],1
The [X] described in instances that [Y],1
The [X] went a career that [Y],1
The [X] landed in area that [Y],1
The [X] told everyone [Y],1
The [X] was the mayor since [Y],1
The [X] journeyed for days that [Y],1
The [X] was an veteran although [Y],1
The [X] sold it until [Y],1
The [X] landed that [Y],1
The [X] took money [Y],1
The [X] said akin [Y],1
The [X] called the town that [Y],1
The [X] caught tarpon [Y],1
The [X] donated acre [Y],1
The [X] partied until 1999 that [Y],1
The [X] impressed Lennon that [Y],1
The [X] continued to insist [Y],1
The [X] asked Boyd if [Y],1
The [X] ordered safe that [Y],1
The [X] considered the mountain and [Y],1
The [X] went editor until [Y],1
The [X] received the decoration that [Y],1
The [X] ended in woods that [Y],1
The [X] retired as manager that [Y],1
The [X] recalled at Lala that having eaten [Y],1
The [X] assured the demise that [Y],1
The [X] claimed during presentation that [Y],1
The [X] became mayor [Y],1
The [X] married in Cradock that [Y],1
The [X] shot a lion that [Y],1
The [X] wrapped the wound that [Y],1
The [X] took months but [Y],1
The [X] hopped either federation that [Y],1
The [X] stayed in capital that [Y],1
The [X] visited Pretoria [Y],1
The [X] advised the use that [Y],1
The [X] campaigned the rule [Y],1
The [X] honoured the commitment that [Y],1
The [X] told Kruger if [Y],1
The [X] began take exception [Y],1
The [X] was popular than [Y],1
The [X] refused the order that [Y],1
The [X] used the area that [Y],1
The [X] spoke Spanish as [Y],1
The [X] was the minister as [Y],1
The [X] recovered from exposure that [Y],1
The [X] occupied a room that [Y],1
The [X] argued one that [Y],1
The [X] obtained the rights that [Y],1
The [X] made a house that [Y],1
The [X] was the birthplace [Y],1
The [X] controlled areas [Y],1
The [X] resigned on December that [Y],1
The [X] chose the term that [Y],1
The [X] married Funk before [Y],1
The [X] held a sale that [Y],1
The [X] attributed the creation that [Y],1
The [X] arrived an group that [Y],1
The [X] moved these that that [Y],1
The [X] told Times that [Y],1
The [X] was a Republican but [Y],1
The [X] was a Presbyterian and [Y],1
The [X] treatmented until [Y],1
The [X] entered the state that [Y],1
The [X] planned a home that [Y],1
The [X] passed through site that [Y],1
The [X] started bodybuilding [Y],1
The [X] won the class that [Y],1
The [X] maintained until day that [Y],1
The [X] showed use ability and [Y],1
The [X] owned a sawmill that [Y],1
The [X] claimed to him that [Y],1
The [X] renamed the town that [Y],1
The [X] platted a town that [Y],1
The [X] layed a townsite that [Y],1
The [X] consolidated that line that [Y],1
The [X] was Foster [Y],1
The [X] policed the town that [Y],1
The [X] failed an audition that [Y],1
The [X] was a alcoholic until [Y],1
The [X] had quiet as [Y],1
The [X] informed me that [Y],1
The [X] marched the Americans that [Y],1
The [X] returned with them that [Y],1
The [X] confronted Washington that [Y],1
The [X] knew for role that [Y],1
The [X] captured an eaglet that [Y],1
The [X] changed literature [Y],1
The [X] proposed a tale that [Y],1
The [X] presented Mifune [Y],1
The [X] learnt this danger that [Y],1
The [X] failed in venture that [Y],1
The [X] sent men [Y],1
The [X] dug a canal that [Y],1
The [X] landed the which that [Y],1
The [X] received parcels because [Y],1
The [X] went the Village that [Y],1
The [X] opened a office that [Y],1
The [X] resided on ranch that [Y],1
The [X] discovered the scene that [Y],1
The [X] attended classes [Y],1
The [X] quelled attractions and [Y],1
The [X] was strained and [Y],1
The [X] began across U.S. that to grow [Y],1
The [X] rejected the way and [Y],1
The [X] went the group that [Y],1
The [X] believed impossible that [Y],1
The [X] possessed estates and [Y],1
The [X] had fight attacks and [Y],1
The [X] guested the Illusion that [Y],1
The [X] won the award that [Y],1
The [X] kept but [Y],1
The [X] indebted a model that [Y],1
The [X] took inferior As [Y],1
The [X] ruled life that [Y],1
The [X] backed claim that [Y],1
The [X] told West that [Y],1
The [X] moved to America that [Y],1
The [X] tarried on 12–13 that [Y],1
The [X] concluded interested that [Y],1
The [X] held jihad and [Y],1
The [X] blamed all and [Y],1
The [X] was proud because [Y],1
The [X] met Hector before [Y],1
The [X] moved to Graz that [Y],1
The [X] was the pianist and [Y],1
The [X] transferred to school that [Y],1
The [X] visited the opera that [Y],1
The [X] replied the dedication that [Y],1
The [X] achieved both recognition that [Y],1
The [X] returned to Gothenburg that [Y],1
The [X] hopped a reputation that [Y],1
The [X] summonned an audience that [Y],1
The [X] worked as reviewer that [Y],1
The [X] saw the system that [Y],1
The [X] championed Israel [Y],1
The [X] examined history [Y],1
The [X] criticised Barnes [Y],1
The [X] enjoyed that [Y],1
The [X] rejected theories that [Y],1
The [X] went an him that [Y],1
The [X] established money that [Y],1
The [X] was a goddaughter and [Y],1
The [X] submitted a article that [Y],1
The [X] observed at traverse that [Y],1
The [X] received demands and [Y],1
The [X] wrote from Danube that [Y],1
The [X] supported this hypothesis that [Y],1
The [X] won a skirmish that [Y],1
The [X] chose commit suicide that [Y],1
The [X] was playful than [Y],1
The [X] caught younger and [Y],1
The [X] asked Mendelson if [Y],1
The [X] liked the girl that [Y],1
The [X] got rocks [Y],1
The [X] sought the meaning that [Y],1
The [X] began in strip that [Y],1
The [X] was for him that [Y],1
The [X] tried false that [Y],1
The [X] told the girls that [Y],1
The [X] sacked the city that [Y],1
The [X] defeated the priests that [Y],1
The [X] went to port that [Y],1
The [X] accepted what and [Y],1
The [X] invaded Armenia that [Y],1
The [X] used fond and [Y],1
The [X] managed escape imprisonment and [Y],1
The [X] raised an army that [Y],1
The [X] marched towards Nishapur that [Y],1
The [X] flocked to him that [Y],1
The [X] repelled efforts and [Y],1
The [X] campaigned in east that [Y],1
The [X] was ambushed whilst [Y],1
The [X] sent a chain that [Y],1
The [X] refused attack them [Y],1
The [X] wrote the poem that [Y],1
The [X] developed a model that [Y],1
The [X] led the Unionists that [Y],1
The [X] purchased a position that [Y],1
The [X] was the Chairman [Y],1
The [X] revisited School [Y],1
The [X] arrived in Shanghai that [Y],1
The [X] used Assembly and [Y],1
The [X] went on streak that [Y],1
The [X] had fights and [Y],1
The [X] lost touch [Y],1
The [X] kept the assessments that [Y],1
The [X] assessed him [Y],1
The [X] kept records and [Y],1
The [X] claimed received much [Y],1
The [X] came a demands that [Y],1
The [X] featured a clip that [Y],1
The [X] denied the finger that [Y],1
The [X] apologized to Mason that [Y],1
The [X] judged a contest that [Y],1
The [X] produced Line and [Y],1
The [X] was Gone while [Y],1
The [X] showed a personality that [Y],1
The [X] appeared in specials that [Y],1
The [X] said a beak that [Y],1
